"","branch_type","branch_name","branch_address","branch_city","branch_state","branch_zip"
"247","Sucursal","CRANBURY ROAD EAST BRUNSWICK BANKING CENTER","591 CRANBURY ROAD, STE 100","Middlesex","NJ",8816
"248","Sucursal","DURHAM CENTER BRANCH","4 ETHEL ROAD, SUITE 403A","Middlesex","NJ",8817
"249","Sucursal","EDISON BANKING CENTER BRANCH","2163 OAK TREE ROAD","","NJ",8820
"250","Sucursal","FLEMINGTON CIRCLE BRANCH","75 REAVILLE AVENUE, SUITE 2","Hunterdon","NJ",8822
"251","Sucursal","NORTH FLEMINGTON BRANCH","318 STATE ROUTE 31","Hunterdon","NJ",8822
"252","Sucursal","FRANKLIN PARK BANKING CENTER BRANCH","3333 STATE ROUTE 27","Somerset","NJ",8823
"253","Sucursal","JAMESBURG BANKING CENTER BRANCH","5 EAST RAILROAD AVENUE","Middlesex","NJ",8831
"254","Sucursal","MONROE APPLEGARTH BANKING CTR BRANCH","320 APPLEGARTH ROAD","Middlesex","NJ",8831
"255","Sucursal","SPOTSWOOD ENGLISHTOWN RD BRANCH","365 SPOTSWOOD-ENGLISHTOWN ROAD (MONROE)","Middlesex","NJ",8831
"256","Sucursal","RARITAN CENTER EDISON BRANCH","110 FIELDCREST AVENUE","Middlesex","NJ",8837
"257","Sucursal","METUCHEN BRANCH","475 MAIN STREET","Middlesex","NJ",8840
"258","Sucursal","HILLSBOROUGH HAMILTON AVENUE BANKING CENTER","381 US 206","Somerset","NJ",8844
"259","Sucursal","SOUTH BRUNSWICK BANKING CNTR BRANCH","4180 US ROUTE 1 NORTH, BLDG 300","Middlesex","NJ",8852
"260","Sucursal","PISCATAWAY BRANCH","233 STELTON ROAD","Middlesex","NJ",8854
"261","Sucursal","OLD BRIDGE BRANCH","20 BUSHNELL ROAD","Middlesex","NJ",8857
"262","Sucursal","PERTH AMBOY BANKING CENTER BRANCH","130 SMITH STREET","Middlesex","NJ",8861
"263","Sucursal","SOMERSET EASTON AVE BRANCH","940 EASTON AVENUE","Somerset","NJ",8873
"264","Sucursal","FRANKLIN TOWNSHIP BRANCH","460 ELIZABETH AVE","Somerset","NJ",8873
"265","Sucursal","SOMERVILLE BRANCH","6 SOUTH DAVENPORT STREET","Somerset","NJ",8876
"266","Sucursal","BRANCHBURG SHOPRITE BRANCH","3166 STATE HWY 22 W","Somerset","NJ",8876
"267","Sucursal","NEW BRUNSWICK BRANCH","133 NEILSON STREET","Middlesex","NJ",8901
"268","Sucursal","GEORGE ST AND CHURCH BRANCH","390 GEORGE STREET","Middlesex","NJ",8901
"269","Sucursal","NORTH BRUNSWICK BANKING CENTER BRANCH","1550 GEORGES ROAD","Middlesex","NJ",8902
"270","Sucursal","FIT SEVENTH AVENUE BRANCH","305 SEVENTH AVENUE","Nyork","NY",10001
"271","Sucursal","MADISON SQUARE GARDEN BRANCH","2 PENNSYLVANIA PLAZA","Nyork","NY",10001
"272","Sucursal","JAVITS CONVENTION CENTER BRANCH","655 WEST 34TH STREET","Nyork","NY",10001
"273","Sucursal","PENN STATION - CTCC BRANCH","132 WEST 31ST STREET, GREENLY BUILDI","Nyork","NY",10001
"274","Sucursal","NORTH CHELSEA BRANCH","245 7TH AVE","NVY","NY",10001
"275","Sucursal","BROADWAY AND 32ND BRANCH","1260 BROADWAY","NVY","NY",10001
"276","Sucursal","DELANCEY STREET BRANCH","109 DELANCEY STREET","NVY","NY",10002
"277","Sucursal","UNIVERSITY PLACE BRANCH","32 UNIVERSITY PLACE","NVY","NY",10003
"278","Sucursal","STUYVESANT TOWN BRANCH","255-257 FIRST AVENUE","NVY","NY",10003
"279","Sucursal","WEST 14TH STREET BRANCH","69 5TH AVENUE","NVY","NY",10003
"280","Sucursal","ASTOR PLACE BANKING CENTER BRANCH","26 ASTOR PLACE","NVY","NY",10003
"281","Sucursal","BROADWAY & 10TH STREET BKG. CTR. BRANCH","785 BROADWAY","Nyork","NY",10003
"282","Sucursal","SECOND AVE AND 10TH ST BRANCH","156 SECOND AVE","Nyork","NY",3324125
"283","Sucursal","UNION SQUARE BRANCH","230 PARK AVENUE SOUTH","Nyork","NY",3324125
"284","Sucursal","BOWERY & FIRST BANKING CENTER BRANCH","305 BOWERY","Nyork","NY",10003
"285","Sucursal","THIRD AVE & 19TH ST BNKG CTR BRANCH","233 THIRD AVENUE","Nyork","NY",10003
"286","Sucursal","BROADWAY AND 13TH BRANCH","835 BROADWAY","Nyork","NY",10003
"287","Sucursal","PRUDENTIAL SECURITIES BRANCH","1 NEW YORK PLAZA","Nyork","NY",10004
"288","Sucursal","BROADWAY MORRIS EXCHANGE BRANCH","42 BROADWAY","Nyork","NY",10004
"289","Sucursal","SELECT DIRECT I BRANCH","1 CHASE MANHATTAN PLAZA, 33RD FLOOR","Nyork","NY",10005
"290","Sucursal","CHASE PLAZA BRANCH","28 LIBERTY ST","New York","NY",10005
"291","Sucursal","SELECT DIRECT II BRANCH","1 CHASE MANHATTAN PLAZA, 33RD FLOOR","New York","NY",10005
"292","Sucursal","MORGAN GUAR. TR. CO. OF NY BRANCH","60 WALL STREET","New York","NY",10005
"293","Sucursal","WALL STREET AND WILLIAMS BRANCH","45 WALL STREET","New York","NY",10005
"294","Sucursal","BARCLAY ST BRANCH","101 BARCLAY STREET","New York","NY",10007
"295","Sucursal","CITY HALL BANKING CENTER BRANCH","253 BROADWAY","","NY",10007
"296","Sucursal","BROADWAY & CHAMBRS BRANCH","270 BROADWAY","","NY",10007
"297","Sucursal","SIXTH AVENUE AND 23RD ST BRANCH","71 WEST 23RD STREET","New York","NY",10010
"298","Sucursal","CS FIRST BOSTON CORP CASHIER BRANCH","11 MADISON AVENUE","New York","NY",10010
"299","Sucursal","FIFTH AVENUE AND 27TH STREET BRANCH","225 5TH AVENUE","New York","NY",10010
"300","Sucursal","FIFTH AVENUE AND 21ST STREET BRANCH","162 FIFTH AVENUE","New York","NY",10010
"301","Sucursal","PETER COOPER BRANCH","333 E 23RD ST","New York","NY",10010
"302","Sucursal","LONDON TERRACE BRANCH","475 WEST 23RD STREET","New York","NY",10011
"303","Sucursal","CHELSEA BRANCH","158 WEST 14TH STREET, 2ND FLOOR","New York","NY",10011
"304","Sucursal","SIXTH AVE & WEST 28TH ST BNKG BRANCH","611 6TH AVENUE","New York","NY",10011
"305","Sucursal","GREENWICH VILLAGE BRANCH","340 AVENUE OF THE AMERICAS","","NY",10011
"306","Sucursal","EIGHTH AVE AND 15TH BRANCH","111 8TH AVE","","NY",10011
"307","Sucursal","SOHO BRANCH","525 BROADWAY","New York","NY",10012
